2024-07-31 12:48:11 | 384ms
2024-07-31 12:48:12 | 359ms
2024-07-31 12:48:13 | 296ms
2024-07-31 12:48:14 | 418ms
2024-07-31 12:48:15 | 255ms
2024-07-31 12:48:16 | 255ms
2024-07-31 12:48:17 | 268ms
2024-07-31 12:48:18 | 250ms
2024-07-31 12:48:19 | 265ms
2024-07-31 12:48:20 | 329ms
2024-07-31 12:48:21 | 353ms
2024-07-31 12:48:22 | 335ms
2024-07-31 12:48:23 | 394ms
2024-07-31 12:48:24 | 290ms
2024-07-31 12:48:25 | 396ms
2024-07-31 12:48:26 | 308ms
2024-07-31 12:48:27 | 272ms
2024-07-31 12:48:28 | 301ms
2024-07-31 12:48:29 | 355ms
2024-07-31 12:48:30 | 357ms
2024-07-31 12:48:31 | 308ms
2024-07-31 12:48:32 | 161ms
2024-07-31 12:48:33 | 304ms
2024-07-31 12:48:34 | 655ms
2024-07-31 12:48:35 | 341ms
2024-07-31 12:48:36 | 319ms
2024-07-31 12:48:37 | 271ms
2024-07-31 12:48:38 | 285ms
2024-07-31 12:48:39 | 295ms
2024-07-31 12:48:40 | 318ms
2024-07-31 12:48:41 | 277ms
2024-07-31 12:48:42 | 298ms
2024-07-31 12:48:43 | 295ms
2024-07-31 12:48:44 | 336ms
2024-07-31 12:48:45 | 321ms
2024-07-31 12:48:46 | 336ms
2024-07-31 12:48:47 | 321ms
2024-07-31 12:48:48 | 290ms
2024-07-31 12:48:49 | 344ms
2024-07-31 12:48:50 | 175ms
2024-07-31 12:48:51 | 306ms
2024-07-31 12:48:52 | 252ms
2024-07-31 12:48:53 | 259ms
2024-07-31 12:48:54 | 244ms
2024-07-31 12:48:55 | 304ms
2024-07-31 12:48:56 | 303ms
2024-07-31 12:48:57 | 336ms
2024-07-31 12:48:58 | 776ms
2024-07-31 12:48:59 | 366ms
2024-07-31 12:49:00 | 294ms
2024-07-31 12:49:01 | 325ms
2024-07-31 12:49:02 | 342ms
2024-07-31 12:49:03 | 411ms
2024-07-31 12:49:04 | 397ms
2024-07-31 12:49:05 | 325ms
2024-07-31 12:49:06 | 347ms
2024-07-31 12:49:07 | 332ms
2024-07-31 12:49:08 | 155ms
2024-07-31 12:49:09 | 331ms
2024-07-31 12:49:10 | 255ms
2024-07-31 12:49:11 | 218ms
2024-07-31 12:49:12 | 308ms
2024-07-31 12:49:13 | 306ms
2024-07-31 12:49:14 | 356ms
2024-07-31 12:49:15 | 280ms
2024-07-31 12:49:16 | 349ms
2024-07-31 12:49:17 | 327ms
2024-07-31 12:49:18 | 269ms
2024-07-31 12:49:19 | 346ms
2024-07-31 12:49:20 | 334ms
2024-07-31 12:49:21 | 315ms
2024-07-31 12:49:22 | 734ms
2024-07-31 12:49:23 | 348ms
2024-07-31 12:49:24 | 267ms
2024-07-31 12:49:25 | 289ms
2024-07-31 12:49:26 | 285ms
2024-07-31 12:49:27 | 312ms
2024-07-31 12:49:28 | 284ms
2024-07-31 12:49:29 | 371ms
2024-07-31 12:49:30 | 303ms
2024-07-31 12:49:31 | 270ms
2024-07-31 12:49:32 | 236ms
2024-07-31 12:49:33 | 283ms
2024-07-31 12:49:34 | 317ms
2024-07-31 12:49:35 | 253ms
2024-07-31 12:49:36 | 253ms
2024-07-31 12:49:37 | 306ms
2024-07-31 12:49:38 | 297ms
2024-07-31 12:49:39 | 302ms
2024-07-31 12:49:40 | 146ms
2024-07-31 12:49:41 | 264ms
2024-07-31 12:49:42 | 261ms
2024-07-31 12:49:43 | 327ms
2024-07-31 12:49:44 | 355ms
2024-07-31 12:49:45 | 315ms
2024-07-31 12:49:46 | 623ms
2024-07-31 12:49:47 | 289ms
2024-07-31 12:49:48 | 311ms
2024-07-31 12:49:49 | 359ms
2024-07-31 12:49:50 | 306ms
2024-07-31 12:49:51 | 320ms
2024-07-31 12:49:52 | 283ms
2024-07-31 12:49:53 | 299ms
2024-07-31 12:49:54 | 372ms
2024-07-31 12:49:55 | 358ms
2024-07-31 12:49:56 | 347ms
2024-07-31 12:49:57 | 284ms
2024-07-31 12:49:58 | 286ms
2024-07-31 12:49:59 | 364ms
2024-07-31 12:50:00 | 250ms
2024-07-31 12:50:01 | 276ms
2024-07-31 12:50:02 | 330ms
2024-07-31 12:50:03 | 269ms
2024-07-31 12:50:04 | 309ms
2024-07-31 12:50:05 | 317ms
2024-07-31 12:50:06 | 340ms
2024-07-31 12:50:07 | 302ms
2024-07-31 12:50:08 | 347ms
2024-07-31 12:50:09 | 321ms
2024-07-31 12:50:10 | 749ms
2024-07-31 12:50:11 | 270ms
2024-07-31 12:50:12 | 314ms
2024-07-31 12:50:13 | 395ms
2024-07-31 12:50:14 | 393ms
2024-07-31 12:50:15 | 380ms
2024-07-31 12:50:16 | 296ms
2024-07-31 12:50:17 | 268ms
2024-07-31 12:50:18 | 271ms
2024-07-31 12:50:19 | 270ms
2024-07-31 12:50:20 | 257ms
2024-07-31 12:50:21 | 256ms
2024-07-31 12:50:22 | 315ms
2024-07-31 12:50:23 | 248ms
2024-07-31 12:50:24 | 374ms
2024-07-31 12:50:25 | 339ms
2024-07-31 12:50:26 | 255ms
2024-07-31 12:50:27 | 432ms
2024-07-31 12:50:28 | 366ms
2024-07-31 12:50:29 | 381ms
2024-07-31 12:50:30 | 276ms
2024-07-31 12:50:31 | 379ms
2024-07-31 12:50:32 | 305ms
2024-07-31 12:50:33 | 318ms
2024-07-31 12:50:34 | 705ms
2024-07-31 12:50:35 | 270ms
2024-07-31 12:50:36 | 332ms
2024-07-31 12:50:37 | 317ms
2024-07-31 12:50:38 | 314ms
2024-07-31 12:50:39 | 372ms
2024-07-31 12:50:40 | 298ms
2024-07-31 12:50:41 | 330ms
2024-07-31 12:50:42 | 330ms
2024-07-31 12:50:43 | 403ms
2024-07-31 12:50:44 | 365ms
2024-07-31 12:50:45 | 387ms
2024-07-31 12:50:46 | 373ms
2024-07-31 12:50:47 | 228ms
2024-07-31 12:50:48 | 300ms
2024-07-31 12:50:49 | 286ms
2024-07-31 12:50:50 | 186ms
2024-07-31 12:50:51 | 189ms
2024-07-31 12:50:52 | 392ms
2024-07-31 12:50:53 | 319ms
2024-07-31 12:50:54 | 268ms
2024-07-31 12:50:55 | 255ms
2024-07-31 12:50:56 | 254ms
2024-07-31 12:50:57 | 265ms
2024-07-31 12:50:58 | 766ms
2024-07-31 12:50:59 | 368ms
2024-07-31 12:51:00 | 298ms
2024-07-31 12:51:01 | 355ms
2024-07-31 12:51:02 | 355ms
2024-07-31 12:51:03 | 144ms
2024-07-31 12:51:04 | 381ms
2024-07-31 12:51:05 | 395ms
2024-07-31 12:51:06 | 367ms
2024-07-31 12:51:07 | 358ms
2024-07-31 12:51:08 | 315ms
2024-07-31 12:51:09 | 339ms
2024-07-31 12:51:10 | 279ms
2024-07-31 12:51:11 | 368ms
2024-07-31 12:51:12 | 273ms
2024-07-31 12:51:13 | 345ms
2024-07-31 12:51:14 | 315ms
2024-07-31 12:51:15 | 334ms
2024-07-31 12:51:16 | 345ms
2024-07-31 12:51:17 | 154ms
2024-07-31 12:51:18 | 275ms
2024-07-31 12:51:19 | 285ms
2024-07-31 12:51:20 | 356ms
2024-07-31 12:51:21 | 155ms
2024-07-31 12:51:22 | 690ms
2024-07-31 12:51:23 | 294ms
2024-07-31 12:51:24 | 302ms
2024-07-31 12:51:25 | 330ms
2024-07-31 12:51:26 | 320ms
2024-07-31 12:51:27 | 321ms
2024-07-31 12:51:28 | 321ms
2024-07-31 12:51:29 | 365ms
2024-07-31 12:51:30 | 374ms
2024-07-31 12:51:31 | 323ms
2024-07-31 12:51:32 | 422ms
2024-07-31 12:51:33 | 392ms
2024-07-31 12:51:34 | 158ms
2024-07-31 12:51:35 | 299ms
2024-07-31 12:51:36 | 329ms
2024-07-31 12:51:37 | 364ms
2024-07-31 12:51:38 | 331ms
2024-07-31 12:51:39 | 371ms
2024-07-31 12:51:40 | 287ms
2024-07-31 12:51:41 | 164ms
2024-07-31 12:51:42 | 394ms
2024-07-31 12:51:43 | 292ms
2024-07-31 12:51:44 | 369ms
2024-07-31 12:51:45 | 313ms
2024-07-31 12:51:46 | 755ms
2024-07-31 12:51:47 | 270ms
2024-07-31 12:51:48 | 333ms
2024-07-31 12:51:49 | 224ms
2024-07-31 12:51:50 | 228ms
2024-07-31 12:51:51 | 287ms
2024-07-31 12:51:52 | 292ms
2024-07-31 12:51:53 | 256ms
2024-07-31 12:51:54 | 341ms
2024-07-31 12:51:55 | 327ms
2024-07-31 12:51:56 | 316ms
2024-07-31 12:51:57 | 357ms
2024-07-31 12:51:58 | 338ms
2024-07-31 12:51:59 | 322ms
2024-07-31 12:52:00 | 296ms
2024-07-31 12:52:01 | 361ms
2024-07-31 12:52:02 | 370ms
2024-07-31 12:52:03 | 325ms
2024-07-31 12:52:04 | 302ms
2024-07-31 12:52:05 | 313ms
2024-07-31 12:52:06 | 382ms
2024-07-31 12:52:07 | 352ms
2024-07-31 12:52:08 | 323ms
2024-07-31 12:52:09 | 221ms
2024-07-31 12:52:10 | 647ms
2024-07-31 12:52:11 | 253ms
2024-07-31 12:52:12 | 318ms
2024-07-31 12:52:13 | 333ms
2024-07-31 12:52:14 | 303ms
2024-07-31 12:52:15 | 349ms
2024-07-31 12:52:16 | 438ms
2024-07-31 12:52:17 | 299ms
2024-07-31 12:52:18 | 296ms
2024-07-31 12:52:19 | 266ms
2024-07-31 12:52:20 | 269ms
2024-07-31 12:52:21 | 348ms
2024-07-31 12:52:22 | 269ms
2024-07-31 12:52:23 | 269ms
2024-07-31 12:52:24 | 259ms
2024-07-31 12:52:25 | 254ms
2024-07-31 12:52:26 | 378ms
2024-07-31 12:52:27 | 337ms
2024-07-31 12:52:28 | 282ms
2024-07-31 12:52:29 | 204ms
2024-07-31 12:52:30 | 343ms
2024-07-31 12:52:31 | 347ms
2024-07-31 12:52:32 | 330ms
2024-07-31 12:52:33 | 319ms
2024-07-31 12:52:34 | 757ms
2024-07-31 12:52:35 | 407ms
2024-07-31 12:52:36 | 394ms
2024-07-31 12:52:37 | 358ms
2024-07-31 12:52:38 | 330ms
2024-07-31 12:52:39 | 379ms
2024-07-31 12:52:40 | 379ms
2024-07-31 12:52:41 | 375ms
2024-07-31 12:52:42 | 297ms
2024-07-31 12:52:43 | 412ms
2024-07-31 12:52:44 | 417ms
2024-07-31 12:52:45 | 328ms
2024-07-31 12:52:46 | 318ms
2024-07-31 12:52:47 | 294ms
2024-07-31 12:52:48 | 270ms
2024-07-31 12:52:49 | 339ms
2024-07-31 12:52:50 | 382ms
2024-07-31 12:52:51 | 303ms
2024-07-31 12:52:52 | 367ms
2024-07-31 12:52:53 | 221ms
2024-07-31 12:52:54 | 277ms
2024-07-31 12:52:55 | 358ms
2024-07-31 12:52:56 | 147ms
2024-07-31 12:52:57 | 369ms
2024-07-31 12:52:58 | 688ms
2024-07-31 12:52:59 | 338ms
2024-07-31 12:53:00 | 308ms
2024-07-31 12:53:01 | 274ms
2024-07-31 12:53:02 | 307ms
2024-07-31 12:53:03 | 262ms
2024-07-31 12:53:04 | 330ms
2024-07-31 12:53:05 | 322ms
2024-07-31 12:53:06 | 365ms
2024-07-31 12:53:07 | 377ms
2024-07-31 12:53:08 | 350ms
2024-07-31 12:53:09 | 376ms
2024-07-31 12:53:10 | 254ms
2024-07-31 12:53:11 | 334ms
2024-07-31 12:53:12 | 307ms
2024-07-31 12:53:13 | 321ms
2024-07-31 12:53:14 | 335ms
2024-07-31 12:53:15 | 329ms
2024-07-31 12:53:16 | 220ms
2024-07-31 12:53:17 | 291ms
2024-07-31 12:53:18 | 330ms
2024-07-31 12:53:19 | 377ms
2024-07-31 12:53:20 | 335ms
2024-07-31 12:53:21 | 289ms
2024-07-31 12:53:22 | 768ms
2024-07-31 12:53:23 | 361ms
2024-07-31 12:53:24 | 345ms
2024-07-31 12:53:25 | 305ms
2024-07-31 12:53:26 | 201ms
2024-07-31 12:53:27 | 363ms
2024-07-31 12:53:28 | 393ms
2024-07-31 12:53:29 | 326ms
2024-07-31 12:53:30 | 211ms
2024-07-31 12:53:31 | 385ms
2024-07-31 12:53:32 | 340ms
2024-07-31 12:53:33 | 313ms
2024-07-31 12:53:34 | 325ms
2024-07-31 12:53:35 | 378ms
2024-07-31 12:53:36 | 322ms
2024-07-31 12:53:37 | 286ms
2024-07-31 12:53:38 | 384ms
2024-07-31 12:53:39 | 338ms
2024-07-31 12:53:40 | 228ms
2024-07-31 12:53:41 | 339ms
2024-07-31 12:53:42 | 321ms
2024-07-31 12:53:43 | 336ms
2024-07-31 12:53:44 | 332ms
2024-07-31 12:53:45 | 387ms
2024-07-31 12:53:46 | 727ms
2024-07-31 12:53:47 | 425ms
2024-07-31 12:53:48 | 333ms
2024-07-31 12:53:49 | 339ms
2024-07-31 12:53:50 | 346ms
2024-07-31 12:53:51 | 340ms
2024-07-31 12:53:52 | 315ms
2024-07-31 12:53:53 | 277ms
2024-07-31 12:53:54 | 330ms
2024-07-31 12:53:55 | 253ms
2024-07-31 12:53:56 | 332ms
2024-07-31 12:53:57 | 289ms
2024-07-31 12:53:58 | 241ms
2024-07-31 12:53:59 | 421ms
2024-07-31 12:54:00 | 301ms
2024-07-31 12:54:01 | 396ms
2024-07-31 12:54:02 | 324ms
2024-07-31 12:54:03 | 346ms
2024-07-31 12:54:04 | 281ms
2024-07-31 12:54:05 | 240ms
2024-07-31 12:54:06 | 275ms
2024-07-31 12:54:07 | 316ms
2024-07-31 12:54:08 | 298ms
2024-07-31 12:54:09 | 318ms
2024-07-31 12:54:10 | 680ms
2024-07-31 12:54:11 | 351ms
2024-07-31 12:54:12 | 330ms
2024-07-31 12:54:13 | 289ms
2024-07-31 12:54:14 | 351ms
2024-07-31 12:54:15 | 331ms
2024-07-31 12:54:16 | 307ms
2024-07-31 12:54:17 | 344ms
2024-07-31 12:54:18 | 391ms
2024-07-31 12:54:19 | 354ms
2024-07-31 12:54:20 | 337ms
2024-07-31 12:54:21 | 277ms
2024-07-31 12:54:22 | 309ms
2024-07-31 12:54:23 | 264ms
2024-07-31 12:54:24 | 323ms
2024-07-31 12:54:25 | 320ms
2024-07-31 12:54:26 | 291ms
2024-07-31 12:54:27 | 321ms
2024-07-31 12:54:28 | 336ms
2024-07-31 12:54:29 | 332ms
2024-07-31 12:54:30 | 389ms
2024-07-31 12:54:31 | 340ms
2024-07-31 12:54:32 | 310ms
2024-07-31 12:54:33 | 310ms
2024-07-31 12:54:34 | 744ms
2024-07-31 12:54:35 | 281ms
2024-07-31 12:54:36 | 394ms
2024-07-31 12:54:37 | 316ms
2024-07-31 12:54:38 | 288ms
2024-07-31 12:54:39 | 286ms
2024-07-31 12:54:40 | 329ms
2024-07-31 12:54:41 | 283ms
2024-07-31 12:54:42 | 326ms
2024-07-31 12:54:43 | 339ms
2024-07-31 12:54:44 | 409ms
2024-07-31 12:54:45 | 342ms
2024-07-31 12:54:46 | 315ms
2024-07-31 12:54:47 | 325ms
2024-07-31 12:54:48 | 328ms
2024-07-31 12:54:49 | 296ms
2024-07-31 12:54:50 | 288ms
2024-07-31 12:54:51 | 288ms
2024-07-31 12:54:52 | 406ms
2024-07-31 12:54:53 | 384ms
2024-07-31 12:54:54 | 261ms
2024-07-31 12:54:55 | 280ms
2024-07-31 12:54:56 | 354ms
2024-07-31 12:54:57 | 311ms
2024-07-31 12:54:58 | 650ms
2024-07-31 12:54:59 | 302ms
2024-07-31 12:55:00 | 465ms
2024-07-31 12:55:01 | 300ms
2024-07-31 12:55:02 | 240ms
2024-07-31 12:55:03 | 299ms
2024-07-31 12:55:04 | 292ms
2024-07-31 12:55:05 | 391ms
2024-07-31 12:55:06 | 322ms
2024-07-31 12:55:07 | 339ms
2024-07-31 12:55:08 | 294ms
2024-07-31 12:55:09 | 277ms
2024-07-31 12:55:10 | 291ms
2024-07-31 12:55:11 | 287ms
2024-07-31 12:55:12 | 258ms
2024-07-31 12:55:13 | 295ms
2024-07-31 12:55:14 | 405ms
2024-07-31 12:55:15 | 408ms
2024-07-31 12:55:16 | 267ms
2024-07-31 12:55:17 | 281ms
2024-07-31 12:55:18 | 304ms
2024-07-31 12:55:19 | 295ms
2024-07-31 12:55:20 | 344ms
2024-07-31 12:55:21 | 274ms
2024-07-31 12:55:22 | 725ms
2024-07-31 12:55:23 | 306ms
2024-07-31 12:55:24 | 273ms
2024-07-31 12:55:25 | 231ms
2024-07-31 12:55:26 | 334ms
2024-07-31 12:55:27 | 335ms
2024-07-31 12:55:28 | 197ms
2024-07-31 12:55:29 | 259ms
2024-07-31 12:55:30 | 228ms
2024-07-31 12:55:31 | 283ms
2024-07-31 12:55:32 | 321ms
2024-07-31 12:55:33 | 373ms
2024-07-31 12:55:34 | 345ms
2024-07-31 12:55:35 | 339ms
2024-07-31 12:55:36 | 306ms
2024-07-31 12:55:37 | 329ms
2024-07-31 12:55:38 | 368ms
2024-07-31 12:55:39 | 411ms
2024-07-31 12:55:40 | 341ms
2024-07-31 12:55:41 | 290ms
2024-07-31 12:55:42 | 349ms
2024-07-31 12:55:43 | 277ms
2024-07-31 12:55:44 | 311ms
2024-07-31 12:55:45 | 322ms
2024-07-31 12:55:46 | 780ms
2024-07-31 12:55:47 | 273ms
2024-07-31 12:55:48 | 257ms
2024-07-31 12:55:49 | 266ms
2024-07-31 12:55:50 | 336ms
2024-07-31 12:55:51 | 329ms
2024-07-31 12:55:52 | 375ms
2024-07-31 12:55:53 | 336ms
2024-07-31 12:55:54 | 295ms
2024-07-31 12:55:55 | 434ms
2024-07-31 12:55:56 | 350ms
2024-07-31 12:55:57 | 345ms
2024-07-31 12:55:58 | 265ms
2024-07-31 12:55:59 | 264ms
2024-07-31 12:56:00 | 251ms
2024-07-31 12:56:01 | 260ms
2024-07-31 12:56:02 | 302ms
2024-07-31 12:56:03 | 295ms
2024-07-31 12:56:04 | 271ms
2024-07-31 12:56:05 | 248ms
2024-07-31 12:56:06 | 261ms
2024-07-31 12:56:07 | 272ms
2024-07-31 12:56:08 | 260ms
2024-07-31 12:56:09 | 292ms
2024-07-31 12:56:10 | 670ms
2024-07-31 12:56:11 | 316ms
2024-07-31 12:56:12 | 298ms
2024-07-31 12:56:13 | 263ms
2024-07-31 12:56:14 | 275ms
2024-07-31 12:56:15 | 240ms
2024-07-31 12:56:16 | 258ms
2024-07-31 12:56:17 | 335ms
2024-07-31 12:56:18 | 257ms
2024-07-31 12:56:19 | 253ms
2024-07-31 12:56:20 | 302ms
2024-07-31 12:56:21 | 346ms
2024-07-31 12:56:22 | 407ms
2024-07-31 12:56:23 | 256ms
2024-07-31 12:56:24 | 270ms
2024-07-31 12:56:25 | 261ms
2024-07-31 12:56:26 | 236ms
2024-07-31 12:56:27 | 228ms
2024-07-31 12:56:28 | 327ms
2024-07-31 12:56:29 | 359ms
2024-07-31 12:56:30 | 243ms
2024-07-31 12:56:31 | 229ms
2024-07-31 12:56:32 | 314ms
2024-07-31 12:56:33 | 344ms
2024-07-31 12:56:34 | 636ms
2024-07-31 12:56:35 | 244ms
2024-07-31 12:56:36 | 259ms
2024-07-31 12:56:37 | 268ms
2024-07-31 12:56:38 | 277ms
2024-07-31 12:56:39 | 270ms
2024-07-31 12:56:40 | 310ms
2024-07-31 12:56:41 | 321ms
2024-07-31 12:56:42 | 344ms
2024-07-31 12:56:43 | 427ms
2024-07-31 12:56:44 | 303ms
2024-07-31 12:56:45 | 172ms
2024-07-31 12:56:46 | 243ms
2024-07-31 12:56:47 | 373ms
2024-07-31 12:56:48 | 377ms
2024-07-31 12:56:49 | 380ms
2024-07-31 12:56:50 | 419ms
2024-07-31 12:56:51 | 369ms
2024-07-31 12:56:52 | 316ms
2024-07-31 12:56:53 | 372ms
2024-07-31 12:56:54 | 348ms
2024-07-31 12:56:55 | 349ms
2024-07-31 12:56:56 | 200ms
2024-07-31 12:56:57 | 291ms
2024-07-31 12:56:58 | 787ms
2024-07-31 12:56:59 | 329ms
2024-07-31 12:57:00 | 261ms
