2024-07-13 12:50:10 | 944ms
2024-07-13 12:50:11 | 367ms
2024-07-13 12:50:12 | 707ms
2024-07-13 12:50:13 | 733ms
2024-07-13 12:50:14 | 605ms
2024-07-13 12:50:15 | 645ms
2024-07-13 12:50:16 | 619ms
2024-07-13 12:50:18 | 525ms
2024-07-13 12:50:19 | 399ms
2024-07-13 12:50:20 | 397ms
2024-07-13 12:50:21 | 422ms
2024-07-13 12:50:22 | 442ms
2024-07-13 12:50:23 | 316ms
2024-07-13 12:50:24 | 458ms
2024-07-13 12:50:25 | 446ms
2024-07-13 12:50:26 | 484ms
2024-07-13 12:50:27 | 450ms
2024-07-13 12:50:28 | 446ms
2024-07-13 12:50:29 | 440ms
2024-07-13 12:50:30 | 433ms
2024-07-13 12:50:31 | 448ms
2024-07-13 12:50:32 | 396ms
2024-07-13 12:50:33 | 458ms
2024-07-13 12:50:34 | 453ms
2024-07-13 12:50:35 | 480ms
2024-07-13 12:50:36 | 446ms
2024-07-13 12:50:37 | 423ms
2024-07-13 12:50:38 | 450ms
2024-07-13 12:50:39 | 485ms
2024-07-13 12:50:40 | 412ms
2024-07-13 12:50:42 | 276ms
2024-07-13 12:50:43 | 497ms
2024-07-13 12:50:44 | 450ms
2024-07-13 12:50:45 | 439ms
2024-07-13 12:50:46 | 521ms
2024-07-13 12:50:47 | 657ms
2024-07-13 12:50:48 | 501ms
2024-07-13 12:50:49 | 372ms
2024-07-13 12:50:50 | 458ms
2024-07-13 12:50:51 | 484ms
2024-07-13 12:50:52 | 460ms
2024-07-13 12:50:53 | 400ms
2024-07-13 12:50:54 | 237ms
2024-07-13 12:50:55 | 177ms
2024-07-13 12:50:56 | 356ms
2024-07-13 12:50:57 | 254ms
2024-07-13 12:50:58 | 237ms
2024-07-13 12:50:59 | 302ms
2024-07-13 12:51:00 | 274ms
2024-07-13 12:51:01 | 314ms
2024-07-13 12:51:02 | 310ms
2024-07-13 12:51:03 | 323ms
2024-07-13 12:51:04 | 312ms
2024-07-13 12:51:06 | 366ms
2024-07-13 12:51:07 | 349ms
2024-07-13 12:51:08 | 362ms
2024-07-13 12:51:09 | 454ms
2024-07-13 12:51:10 | 182ms
2024-07-13 12:51:11 | 348ms
2024-07-13 12:51:12 | 371ms
